session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected
SID_01664,378,UDP,4,2789.473058,AES,0.2408168183,3,Unknown,0,1
SID_01665,759,UDP,3,783.0394364,DES,0.4224113594,2,Safari,0,1
SID_01666,495,UDP,3,2019.051853,None,0.3706413737,3,Chrome,0,1
SID_01667,300,UDP,4,1895.349439,AES,0.2526688156,2,Chrome,0,0
SID_01668,399,UDP,5,847.0668604,AES,0.3316017982,1,Chrome,0,0
SID_01669,668,TCP,6,792.1102491,DES,0.222068668,3,Chrome,0,1
SID_01670,609,TCP,5,356.9619399,DES,0.4902888464,2,Chrome,0,0
SID_01671,452,UDP,4,129.1779874,AES,0.7804998863,3,Edge,0,1
SID_01672,426,TCP,5,928.2326018,None,0.5664585135,1,Chrome,1,1
SID_01673,421,ICMP,3,1362.386229,None,0.1971246524,1,Chrome,0,1
SID_01674,315,TCP,6,629.305023,AES,0.5622373662,1,Edge,0,0
SID_01675,823,TCP,1,41.76687799,None,0.6212316142,1,Firefox,0,1
SID_01676,435,TCP,2,125.2460512,AES,0.0547556575,1,Firefox,0,0
SID_01677,743,TCP,4,86.03283606,AES,0.5572313673,2,Chrome,0,1
SID_01678,804,TCP,5,857.9619261,AES,0.4602174876,1,Chrome,0,1
SID_01679,699,UDP,3,665.5396066,AES,0.2719529452,2,Edge,0,0
SID_01680,413,TCP,4,502.6374074,None,0.6333075033,2,Chrome,0,1
SID_01681,580,UDP,2,627.1730267,AES,0.3657450203,2,Chrome,0,0
SID_01682,495,TCP,4,258.3212129,DES,0.4725875625,2,Edge,0,0
SID_01683,319,TCP,5,1306.686062,AES,0.4225024353,2,Chrome,0,0
SID_01684,564,TCP,6,318.646923,AES,0.2688341178,2,Safari,0,0
SID_01685,264,TCP,4,826.9367652,None,0.3369529955,1,Firefox,0,0
SID_01686,737,UDP,7,396.5844328,DES,0.3040014171,2,Chrome,1,1
SID_01687,407,UDP,4,59.92240585,DES,0.5635375033,1,Chrome,0,0
SID_01688,540,UDP,2,237.595087,DES,0.4662042257,4,Edge,0,1
SID_01689,556,ICMP,1,2684.17642,AES,0.4438702751,1,Unknown,0,0
SID_01690,448,TCP,2,169.1074903,AES,0.454249388,0,Chrome,0,0
SID_01691,617,UDP,2,88.68151351,AES,0.3948671688,1,Firefox,0,0
SID_01692,405,UDP,2,275.2915465,None,0.3715550067,3,Chrome,0,1
SID_01693,674,UDP,2,1682.501685,DES,0.4773364199,2,Chrome,0,0
SID_01694,230,TCP,3,292.2571157,AES,0.1388881172,0,Firefox,0,0
SID_01695,525,ICMP,6,432.1762767,AES,0.2277973045,0,Chrome,0,0
SID_01696,887,TCP,2,296.9401342,None,0.5759609052,1,Firefox,0,0
SID_01697,299,UDP,9,3605.967599,AES,0.7633923608,1,Chrome,0,1
SID_01698,364,TCP,3,7190.392213,AES,0.4305466985,2,Chrome,0,0
SID_01699,602,TCP,3,527.4183618,AES,0.5427596533,3,Chrome,0,1
SID_01700,535,TCP,5,1229.045541,None,0.4211612161,3,Chrome,0,1
SID_01701,570,TCP,2,198.8304617,DES,0.3425140509,3,Unknown,1,1
SID_01702,597,TCP,8,375.1011995,DES,0.5173226856,1,Firefox,1,1
SID_01703,626,UDP,6,909.898306,AES,0.3042518219,4,Chrome,0,1
SID_01704,721,TCP,3,269.8658938,AES,0.4492614939,1,Chrome,0,1
SID_01705,581,TCP,2,203.602885,AES,0.4503835683,2,Chrome,0,0
SID_01706,451,TCP,2,2043.280705,None,0.3616874557,3,Firefox,0,1
SID_01707,634,TCP,4,224.0866087,None,0.2272181936,2,Chrome,0,0
SID_01708,879,TCP,11,48.88593678,AES,0.6126930373,4,Firefox,0,1
SID_01709,473,TCP,4,1112.524732,AES,0.4303739621,1,Unknown,0,1
SID_01710,305,TCP,6,222.9971982,None,0.3743037772,0,Firefox,1,1
SID_01711,721,TCP,1,478.5374962,AES,0.2573297175,1,Chrome,1,0
SID_01712,475,TCP,5,94.62785979,AES,0.1477717406,1,Firefox,0,0
SID_01713,65,TCP,5,56.78065046,AES,0.8377377436,3,Chrome,0,1
SID_01714,669,TCP,5,493.6094386,DES,0.5397894613,1,Chrome,0,0
SID_01715,392,ICMP,2,328.8908351,None,0.07187432463,1,Chrome,0,1
SID_01716,481,TCP,5,564.0547286,AES,0.6487572908,1,Chrome,0,1
SID_01717,566,TCP,5,2700.032114,AES,0.4388629808,1,Firefox,0,1
SID_01718,538,TCP,5,418.5727019,AES,0.379049343,2,Chrome,0,0
SID_01719,641,TCP,4,738.364522,AES,0.2777020404,2,Edge,0,0
SID_01720,412,TCP,4,82.1538249,None,0.4468139427,1,Chrome,0,1
SID_01721,602,TCP,4,1736.667463,AES,0.3466071015,2,Chrome,0,0
SID_01722,448,TCP,4,1311.345132,AES,0.1947837725,0,Chrome,0,0
SID_01723,647,TCP,2,591.1971083,DES,0.2362786334,0,Firefox,0,0
SID_01724,623,TCP,2,162.0620648,AES,0.7521458936,0,Chrome,0,1
SID_01725,312,TCP,5,444.0309104,AES,0.3927159381,2,Chrome,1,0
SID_01726,717,ICMP,5,282.3558088,AES,0.186578425,2,Chrome,0,0
SID_01727,392,TCP,6,4164.846617,DES,0.1038797701,3,Chrome,1,1
SID_01728,661,TCP,4,539.9916869,AES,0.2815946085,3,Edge,1,1
SID_01729,573,ICMP,5,438.86783,None,0.1726710956,1,Unknown,0,1
SID_01730,867,UDP,2,148.1565299,AES,0.1598817793,2,Firefox,0,1
SID_01731,455,TCP,6,218.6120779,None,0.6355249343,3,Safari,0,1
SID_01732,430,UDP,1,994.6914197,AES,0.3686878509,1,Edge,1,0
SID_01733,496,TCP,5,612.418327,DES,0.4876872648,0,Chrome,0,0
SID_01734,439,TCP,3,354.5726001,None,0.3079374723,4,Edge,0,1
SID_01735,659,TCP,2,281.9342841,DES,0.2641053052,3,Firefox,0,1
SID_01736,176,TCP,8,179.25543,AES,0.478740984,2,Chrome,1,1
SID_01737,289,TCP,4,27.5885995,DES,0.3087464061,0,Chrome,0,0
SID_01738,286,TCP,6,3023.04223,AES,0.2880096729,1,Edge,0,0
SID_01739,690,TCP,4,1119.051046,AES,0.03805033673,2,Safari,0,0
SID_01740,842,TCP,2,2103.437227,None,0.2733485758,1,Chrome,0,0
SID_01741,479,TCP,7,425.5724942,DES,0.5077060092,2,Edge,0,1
SID_01742,466,TCP,5,1628.387192,AES,0.7479346922,0,Firefox,0,1
SID_01743,514,TCP,2,236.8401737,AES,0.3223601489,2,Edge,0,0
SID_01744,732,TCP,5,570.4102642,DES,0.230423829,0,Chrome,0,0
SID_01745,314,ICMP,13,180.9981311,AES,0.2958482005,0,Chrome,0,1
SID_01746,547,TCP,2,1176.914385,AES,0.1235892638,1,Chrome,0,0
SID_01747,695,TCP,3,550.6901268,AES,0.5640472983,1,Chrome,0,0
SID_01748,600,UDP,4,614.7673033,DES,0.292977144,3,Firefox,0,1
SID_01749,537,TCP,6,1569.779938,AES,0.294331408,4,Edge,1,1
SID_01750,700,UDP,6,1075.254589,AES,0.3447477356,0,Edge,0,0
SID_01751,64,TCP,1,2711.398212,None,0.4365435137,1,Firefox,1,1
SID_01752,635,TCP,2,415.80699,None,0.1425761985,2,Edge,0,0
SID_01753,369,TCP,4,495.1069641,AES,0.3739503119,2,Firefox,0,0
SID_01754,133,TCP,3,764.3136281,AES,0.1765080108,0,Chrome,0,0
SID_01755,602,TCP,5,483.1022793,DES,0.756836061,0,Firefox,0,1
SID_01756,774,UDP,6,435.2514054,DES,0.4915242994,1,Edge,0,0
SID_01757,472,UDP,5,333.105676,AES,0.5649070595,1,Chrome,0,0
SID_01758,690,TCP,4,1426.481893,DES,0.1636783669,2,Firefox,1,0
SID_01759,822,UDP,4,609.9795669,DES,0.2369946773,2,Edge,1,0
SID_01760,762,TCP,3,747.9775741,None,0.2419455773,1,Edge,1,0
SID_01761,827,TCP,5,182.6007916,AES,0.5342828138,2,Firefox,0,0
SID_01762,648,TCP,6,232.0428181,AES,0.1843185607,0,Chrome,0,0
SID_01763,515,UDP,2,332.161738,AES,0.1288380112,2,Chrome,0,0
SID_01764,179,TCP,6,500.9427563,None,0.6872877635,2,Chrome,0,1
SID_01765,450,TCP,3,35.93706126,AES,0.05237512207,0,Unknown,0,0
SID_01766,331,UDP,3,1754.205462,DES,0.246315172,1,Chrome,1,0
SID_01767,934,TCP,4,1872.331377,None,0.3283804523,1,Edge,0,1
SID_01768,464,TCP,1,867.0102796,None,0.2433701416,1,Chrome,0,0
SID_01769,524,TCP,4,303.8996858,AES,0.6594291316,0,Edge,0,1
SID_01770,610,TCP,1,389.320571,None,0.1756557865,4,Chrome,0,1
SID_01771,508,TCP,3,1059.560571,DES,0.3965998471,1,Unknown,1,0
SID_01772,839,ICMP,4,269.8239763,None,0.2583745161,1,Firefox,1,0
SID_01773,375,TCP,4,751.0704641,AES,0.3154141529,0,Edge,0,0
SID_01774,538,TCP,2,1893.878778,DES,0.1358157612,2,Chrome,0,0
SID_01775,351,TCP,6,422.7136541,DES,0.3051400888,0,Chrome,0,1
SID_01776,235,TCP,4,707.5406124,DES,0.6427711726,2,Chrome,1,1
SID_01777,377,TCP,5,2111.451505,DES,0.3942707063,1,Firefox,0,0
SID_01778,492,UDP,5,333.1175943,AES,0.5217086482,1,Chrome,0,0
SID_01779,414,TCP,3,1140.493137,AES,0.1439108924,1,Firefox,0,0
SID_01780,361,TCP,2,1125.595651,DES,0.4916801668,1,Chrome,0,0
SID_01781,218,TCP,5,2110.39249,AES,0.4021693663,1,Chrome,1,0
SID_01782,483,TCP,3,1564.869594,AES,0.3716116436,2,Safari,1,0
SID_01783,199,UDP,12,1105.294437,None,0.2305275033,2,Chrome,0,1
SID_01784,652,UDP,5,809.6147409,AES,0.5577467345,1,Edge,0,0
SID_01785,516,TCP,2,220.8012881,AES,0.03873561806,1,Safari,0,0
SID_01786,208,UDP,4,888.504187,AES,0.2243168127,0,Chrome,0,0
SID_01787,438,TCP,5,258.8612773,AES,0.5495190943,0,Firefox,0,0
SID_01788,349,TCP,6,463.8828043,None,0.3876200772,1,Firefox,1,0
SID_01789,563,TCP,1,989.4685698,AES,0.4770565573,1,Edge,1,0
SID_01790,768,TCP,3,898.8838062,DES,0.1198983594,3,Edge,0,1
SID_01791,124,ICMP,6,410.2608892,AES,0.5561622565,1,Edge,0,0
SID_01792,523,TCP,6,161.3754446,DES,0.5551873244,2,Chrome,1,0
SID_01793,467,TCP,3,529.5397003,DES,0.3033532516,1,Unknown,0,0
SID_01794,634,UDP,4,251.7389202,DES,0.1331068654,1,Chrome,1,0
SID_01795,542,TCP,2,235.9635389,None,0.3667083629,2,Chrome,0,0
SID_01796,349,UDP,3,316.5626306,None,0.3632074328,1,Chrome,1,0
SID_01797,436,TCP,3,979.9876329,None,0.07295036176,0,Unknown,0,0
SID_01798,340,TCP,3,550.1868198,DES,0.7209109362,1,Chrome,0,1
SID_01799,715,UDP,5,373.6651727,DES,0.4545979326,0,Safari,0,0
SID_01800,504,TCP,3,1846.840796,AES,0.3446061218,1,Chrome,0,0
SID_01801,880,UDP,1,981.4675185,AES,0.3215805843,1,Unknown,0,0
SID_01802,487,TCP,5,546.0076922,AES,0.6454553335,2,Chrome,0,1
SID_01803,358,UDP,4,437.5607692,DES,0.07624068366,0,Chrome,0,0
SID_01804,197,TCP,3,1366.950733,AES,0.5433013921,4,Chrome,0,1
SID_01805,139,TCP,3,151.8874296,AES,0.1898088436,2,Chrome,0,1
SID_01806,183,UDP,5,872.8818683,DES,0.3665738728,2,Safari,0,0
SID_01807,553,TCP,7,16.99141091,AES,0.2809179598,0,Edge,1,1
SID_01808,601,UDP,4,5.588041468,DES,0.1975292186,4,Edge,0,1
SID_01809,183,UDP,4,2148.057312,DES,0.2202727375,2,Chrome,0,0
SID_01810,679,UDP,5,577.218523,None,0.5610433657,1,Chrome,0,0
SID_01811,403,UDP,4,302.8063037,AES,0.4090731846,2,Unknown,0,1
SID_01812,529,TCP,1,1266.611573,AES,0.6538286043,1,Chrome,0,1
SID_01813,822,TCP,1,3350.643239,AES,0.1687448501,1,Chrome,1,1
SID_01814,679,TCP,6,28.01591364,AES,0.3915596685,2,Chrome,0,0
SID_01815,446,TCP,4,30.95997662,AES,0.2095413375,3,Chrome,0,1
SID_01816,321,TCP,3,1543.615662,DES,0.2610544788,3,Unknown,0,1
SID_01817,69,TCP,2,650.8335386,DES,0.3707434869,1,Firefox,0,0
SID_01818,356,TCP,7,1714.701153,DES,0.4594642381,2,Chrome,0,1
SID_01819,457,TCP,2,949.0191577,DES,0.5108906009,3,Firefox,0,1
SID_01820,302,TCP,3,508.7871091,AES,0.1947744967,0,Firefox,0,0
SID_01821,473,UDP,3,140.7655709,None,0.2892426425,1,Firefox,0,1
SID_01822,515,TCP,3,395.2549758,None,0.06275376113,2,Chrome,0,0
SID_01823,455,TCP,5,1237.715625,AES,0.2106114124,2,Chrome,0,0
SID_01824,369,UDP,3,213.172382,AES,0.2070829598,0,Edge,1,0
SID_01825,533,TCP,4,996.8545262,AES,0.6029917335,2,Safari,0,1
SID_01826,588,ICMP,4,227.3182115,DES,0.2306759092,3,Chrome,0,1
SID_01827,281,TCP,7,498.202238,AES,0.6471679469,1,Edge,0,1
SID_01828,782,TCP,4,71.44276885,DES,0.5136310387,0,Chrome,0,0
SID_01829,480,TCP,1,485.5733251,AES,0.3613852715,3,Chrome,1,1
SID_01830,503,UDP,5,758.8498095,AES,0.2482554181,1,Firefox,0,0
SID_01831,641,TCP,5,662.8401063,AES,0.5654836405,2,Firefox,1,0
SID_01832,546,UDP,3,417.3293168,None,0.3997906148,2,Safari,0,0
SID_01833,690,TCP,5,369.2415098,AES,0.1942620374,1,Safari,0,0
SID_01834,557,TCP,5,257.7070286,None,0.6550357869,1,Chrome,0,1
SID_01835,377,TCP,5,1165.730847,None,0.3843764111,2,Chrome,0,0
SID_01836,572,TCP,4,1220.95325,AES,0.4255695354,2,Edge,0,0
SID_01837,271,TCP,2,527.8125552,AES,0.5847855312,0,Chrome,0,0
SID_01838,521,UDP,1,385.7409917,None,0.2773774085,1,Firefox,1,0
SID_01839,493,TCP,1,811.6146696,DES,0.2986479962,3,Firefox,0,1
SID_01840,458,TCP,5,652.6719793,AES,0.3817241039,2,Edge,0,0
SID_01841,474,TCP,2,880.3041999,None,0.3883544818,0,Chrome,0,0
SID_01842,123,UDP,1,292.2445595,AES,0.1462679688,1,Edge,0,0
SID_01843,390,ICMP,3,1242.255384,AES,0.09937370154,0,Chrome,0,0
SID_01844,518,UDP,3,304.7071458,AES,0.3620052151,1,Chrome,0,0
SID_01845,531,ICMP,4,434.0226714,DES,0.4659930015,2,Safari,0,0
SID_01846,294,UDP,6,113.6405576,AES,0.2061071778,0,Chrome,0,0
SID_01847,753,ICMP,8,1546.857469,None,0.4261850708,1,Chrome,0,1
SID_01848,326,UDP,3,826.8750355,AES,0.429518073,1,Chrome,0,0
SID_01849,693,TCP,5,214.6038047,AES,0.4896792371,1,Edge,0,0
SID_01850,585,TCP,4,1526.911821,None,0.4932528575,0,Edge,0,0
SID_01851,370,TCP,6,976.0628007,None,0.2276427985,1,Chrome,1,0
SID_01852,855,TCP,7,466.9755259,AES,0.3847724479,0,Chrome,0,1
SID_01853,261,TCP,9,3671.660437,DES,0.1947483866,1,Chrome,0,1
SID_01854,683,TCP,2,329.0373632,DES,0.3326300187,1,Edge,0,0
SID_01855,700,UDP,4,83.88812756,DES,0.06810599309,2,Chrome,0,0
SID_01856,365,TCP,5,1057.781906,DES,0.1437583937,2,Chrome,0,0
SID_01857,778,UDP,1,1131.916533,None,0.5394611835,0,Firefox,0,0
SID_01858,449,UDP,4,48.62004664,None,0.6783013362,3,Chrome,0,1
SID_01859,557,ICMP,6,1369.261219,None,0.4756414362,2,Chrome,0,0
SID_01860,552,UDP,2,1196.67853,AES,0.2655487015,0,Firefox,0,0
SID_01861,473,UDP,3,2122.808384,AES,0.1020069529,1,Chrome,0,0
SID_01862,662,TCP,3,100.9488038,AES,0.4106027541,1,Edge,0,0
SID_01863,658,TCP,5,734.6533427,None,0.4234355497,2,Safari,0,0
SID_01864,150,TCP,4,198.1770416,AES,0.1314940171,0,Unknown,0,1
SID_01865,760,UDP,2,407.9167822,AES,0.2466213481,0,Unknown,0,0
SID_01866,167,UDP,6,246.4066915,None,0.2879172642,0,Edge,0,0
SID_01867,706,UDP,7,477.2487279,AES,0.3885346404,3,Chrome,0,1
SID_01868,725,TCP,4,95.81670367,AES,0.1158721243,2,Chrome,0,1
SID_01869,281,TCP,4,289.3678011,None,0.2529889403,0,Chrome,1,0
SID_01870,417,TCP,1,58.84724913,AES,0.02864981602,3,Firefox,0,1
SID_01871,278,TCP,3,541.5545231,None,0.02341139109,0,Firefox,0,0
SID_01872,457,TCP,2,281.5582898,AES,0.1671090492,2,Firefox,0,0
SID_01873,438,TCP,5,713.8807744,AES,0.4004873149,3,Chrome,0,1
SID_01874,655,UDP,7,487.7012441,AES,0.5515833844,2,Edge,0,1
SID_01875,762,TCP,6,223.6156766,None,0.2470295336,0,Chrome,0,0
SID_01876,779,TCP,4,86.90621857,DES,0.1244536339,2,Chrome,0,0
SID_01877,387,ICMP,3,1119.719923,AES,0.4252686985,1,Chrome,0,0
SID_01878,458,TCP,3,802.2037432,DES,0.3314830977,2,Chrome,0,0
SID_01879,163,TCP,5,26.78751481,AES,0.4336304968,1,Chrome,0,0
SID_01880,338,TCP,7,3634.925988,DES,0.4931270786,2,Safari,1,1
SID_01881,692,TCP,3,822.8741706,AES,0.2157307323,1,Edge,0,0
SID_01882,823,TCP,6,185.7280493,None,0.6127446264,2,Firefox,0,1
SID_01883,253,TCP,4,1468.553402,DES,0.06713260445,1,Edge,0,0
SID_01884,381,TCP,5,1710.339675,None,0.4652267864,4,Chrome,0,1
SID_01885,494,TCP,4,682.0621601,DES,0.4331398293,3,Chrome,0,1
SID_01886,556,TCP,3,1734.248963,DES,0.2911322132,1,Edge,0,0
SID_01887,338,UDP,8,23.68457573,DES,0.05649083908,2,Chrome,0,1
SID_01888,584,TCP,5,2322.766247,DES,0.1908454975,2,Edge,0,0
SID_01889,405,UDP,8,47.12395303,AES,0.5349878185,2,Edge,1,1
SID_01890,497,TCP,3,822.6499606,DES,0.02190619197,2,Safari,0,0
SID_01891,609,TCP,6,339.5894679,DES,0.3040037546,1,Chrome,0,0
SID_01892,501,UDP,5,32.08476029,AES,0.7335796072,0,Chrome,0,1
SID_01893,412,TCP,4,2119.315464,AES,0.2578525483,0,Chrome,0,0
SID_01894,478,TCP,5,116.3514692,AES,0.2763050162,2,Chrome,0,0
SID_01895,482,TCP,3,1537.91844,DES,0.2837145752,1,Chrome,0,0
SID_01896,425,TCP,1,320.7941104,AES,0.4232568363,2,Edge,0,0
SID_01897,448,UDP,5,1081.248506,AES,0.5817317347,0,Chrome,0,1
SID_01898,819,UDP,3,234.66055,AES,0.1261242408,2,Chrome,0,0
SID_01899,612,TCP,6,700.5681736,AES,0.7110252058,0,Chrome,1,1
SID_01900,440,TCP,5,1285.767546,AES,0.5552718801,2,Edge,1,0
SID_01901,639,TCP,1,668.1001491,None,0.5489342999,1,Edge,0,1
SID_01902,433,ICMP,6,292.8638695,AES,0.4009794653,1,Chrome,0,0
SID_01903,734,UDP,1,212.6693925,DES,0.192649095,0,Edge,0,0
SID_01904,573,UDP,9,153.7090241,None,0.4354565236,1,Chrome,0,1
SID_01905,478,TCP,6,1460.149706,None,0.3613086238,2,Edge,1,0
SID_01906,589,UDP,4,755.2227624,DES,0.163567131,2,Chrome,0,0
SID_01907,185,TCP,2,568.5243268,None,0.1803020991,4,Chrome,1,1
SID_01908,274,TCP,3,229.6985124,AES,0.08766559098,2,Chrome,0,0
SID_01909,261,UDP,4,454.9802713,DES,0.3534694172,2,Chrome,0,0
SID_01910,528,TCP,6,774.1994601,None,0.3462225077,2,Chrome,0,0
SID_01911,846,ICMP,2,59.67682063,AES,0.1522323807,2,Firefox,0,0
SID_01912,946,TCP,2,357.9238524,AES,0.499457265,3,Firefox,1,1
SID_01913,627,UDP,3,219.0271753,DES,0.2657326674,3,Safari,1,1
SID_01914,600,TCP,4,831.9311697,AES,0.1750634658,2,Unknown,0,1
SID_01915,139,TCP,1,745.6698914,AES,0.4321389302,2,Chrome,0,0
SID_01916,391,TCP,3,284.6722278,None,0.3844749101,2,Chrome,0,0
SID_01917,342,TCP,3,34.0176862,AES,0.2967402589,0,Edge,0,0
SID_01918,375,TCP,2,161.5096154,AES,0.4890423892,1,Chrome,0,0
SID_01919,466,TCP,7,139.5418315,None,0.3728795047,1,Chrome,0,1
SID_01920,405,TCP,2,672.194336,AES,0.4250257154,0,Chrome,0,0
SID_01921,104,TCP,8,148.3810203,None,0.3338429504,1,Unknown,0,1
SID_01922,649,TCP,5,526.7405734,AES,0.4886624894,2,Chrome,0,0
SID_01923,285,TCP,7,762.631115,None,0.2379075745,2,Firefox,0,1
SID_01924,547,UDP,1,1693.319945,None,0.1765650737,1,Chrome,0,0
SID_01925,914,UDP,2,224.8592301,AES,0.3019065089,3,Chrome,0,1
SID_01926,316,TCP,4,164.5503686,None,0.1035656142,1,Edge,0,0
SID_01927,64,TCP,4,152.2060508,DES,0.5406262465,1,Firefox,0,1
SID_01928,442,UDP,8,357.5664991,AES,0.3744879147,0,Edge,0,1
SID_01929,720,TCP,1,837.9883866,DES,0.6363948074,3,Chrome,0,1
SID_01930,891,TCP,2,891.4578476,AES,0.06133078427,4,Firefox,0,1
SID_01931,254,TCP,3,189.5525369,None,0.1930086054,3,Firefox,0,1
SID_01932,599,TCP,5,112.5446673,AES,0.05920925569,1,Unknown,0,1
SID_01933,406,TCP,5,476.3489026,AES,0.2140476787,0,Chrome,0,0
SID_01934,478,TCP,2,121.7672493,DES,0.2647546348,1,Chrome,0,0
SID_01935,1028,TCP,3,1340.978342,AES,0.07929238173,3,Firefox,0,1
SID_01936,199,TCP,7,70.08759883,DES,0.3673495685,4,Firefox,0,1
SID_01937,550,TCP,4,1115.762322,AES,0.5879081087,0,Firefox,0,0
SID_01938,593,TCP,8,34.86724066,DES,0.2058092082,0,Chrome,1,1
SID_01939,717,TCP,4,1315.986234,AES,0.44014881,2,Chrome,0,0
SID_01940,519,TCP,3,789.2668632,None,0.5587139858,1,Chrome,0,0
SID_01941,561,UDP,5,311.3267569,DES,0.5178679601,1,Chrome,0,0
SID_01942,421,TCP,7,416.0525385,AES,0.5838034385,0,Edge,0,1
SID_01943,553,TCP,5,895.7475821,AES,0.2635534516,1,Chrome,0,0
SID_01944,431,TCP,3,164.2705534,DES,0.1264796254,1,Edge,0,1
SID_01945,624,TCP,5,1768.155475,AES,0.6199674104,2,Chrome,0,1
SID_01946,426,TCP,3,527.5952954,None,0.3025066558,0,Chrome,0,0
SID_01947,575,TCP,6,1142.158201,AES,0.2982843569,2,Chrome,0,0
SID_01948,494,UDP,1,565.3037715,None,0.2579380822,2,Edge,0,0
SID_01949,725,TCP,6,481.5917303,DES,0.2713989819,3,Edge,1,1
SID_01950,489,UDP,4,507.3225451,AES,0.4811201452,0,Chrome,1,0
SID_01951,145,TCP,1,360.9451367,None,0.6121069034,2,Chrome,1,1
SID_01952,752,ICMP,1,1055.669143,None,0.278722264,2,Chrome,1,1
SID_01953,318,UDP,3,1497.434449,DES,0.3942432527,0,Chrome,0,0
SID_01954,369,ICMP,4,1541.495387,AES,0.2774444991,2,Chrome,0,0
SID_01955,380,TCP,4,103.3089339,AES,0.07818377849,0,Unknown,0,1
SID_01956,774,TCP,5,1146.265813,DES,0.1777654946,2,Chrome,0,0
SID_01957,72,UDP,3,178.469462,AES,0.07223843518,1,Chrome,1,0
SID_01958,1127,UDP,8,9.802486949,DES,0.05129738525,0,Chrome,0,1
SID_01959,711,ICMP,5,257.7735814,DES,0.3589714908,1,Chrome,0,0
SID_01960,544,TCP,8,277.2310177,DES,0.2109709649,2,Safari,0,1
SID_01961,489,UDP,4,1327.697265,DES,0.6170939096,1,Firefox,0,1
SID_01962,557,TCP,3,1085.066385,AES,0.07403770102,1,Chrome,0,0
SID_01963,604,TCP,3,70.78923295,AES,0.1824614989,1,Chrome,0,0
SID_01964,629,TCP,4,315.5742103,DES,0.3573642552,3,Firefox,0,1
SID_01965,611,TCP,3,231.533364,AES,0.2998699365,2,Unknown,0,0
SID_01966,517,UDP,5,723.9942115,AES,0.5207303347,1,Chrome,0,0
SID_01967,460,TCP,2,623.8568813,AES,0.1932974276,1,Chrome,0,0
SID_01968,469,TCP,4,908.8340472,AES,0.418600808,2,Edge,0,1
SID_01969,461,TCP,6,1932.870329,DES,0.4259980233,4,Chrome,0,1
SID_01970,726,TCP,2,437.2638816,DES,0.1632168176,1,Chrome,0,0
SID_01971,618,TCP,4,853.514198,AES,0.6320940732,3,Chrome,0,1
SID_01972,64,TCP,5,2004.275182,DES,0.07173878828,2,Firefox,0,0
SID_01973,631,TCP,7,624.1511392,AES,0.0968227446,2,Chrome,0,1
SID_01974,538,UDP,2,294.8603571,DES,0.4543226532,2,Chrome,0,0
SID_01975,496,ICMP,4,412.5367472,None,0.3417664849,2,Chrome,0,0
SID_01976,422,TCP,3,1123.937119,AES,0.2062814186,1,Chrome,0,0
SID_01977,724,TCP,3,1018.404422,AES,0.2747397183,2,Chrome,0,0
SID_01978,689,TCP,7,1103.980777,DES,0.3344691823,1,Chrome,0,1
SID_01979,345,UDP,8,1087.868062,None,0.304716539,3,Firefox,0,1
SID_01980,581,TCP,2,2025.185115,AES,0.2326826804,3,Chrome,0,1
SID_01981,305,TCP,10,1155.156223,AES,0.3047555588,1,Chrome,1,1
SID_01982,224,TCP,4,1547.232381,None,0.3105098206,1,Chrome,0,0
SID_01983,374,ICMP,6,682.1114282,AES,0.2858693944,1,Chrome,0,1
SID_01984,672,TCP,3,826.64487,AES,0.4503974101,2,Chrome,0,0
SID_01985,690,TCP,2,2746.632913,DES,0.06961758794,1,Firefox,0,0
SID_01986,602,ICMP,3,1634.030353,AES,0.1502026778,1,Chrome,0,0
SID_01987,645,TCP,6,1201.760194,DES,0.3076594811,0,Chrome,1,0
SID_01988,603,UDP,3,925.4542092,DES,0.4549123363,1,Firefox,0,1
SID_01989,371,TCP,6,355.1796202,None,0.5160561583,3,Chrome,0,1
SID_01990,586,ICMP,4,635.4807469,AES,0.09817791908,2,Firefox,0,1
SID_01991,660,TCP,1,45.36480789,DES,0.06533315033,0,Chrome,1,0
SID_01992,650,UDP,6,430.5118937,DES,0.2887226428,0,Firefox,1,1
SID_01993,737,TCP,4,94.93351688,None,0.3439165994,3,Edge,0,1
SID_01994,641,UDP,1,1043.445773,AES,0.3921124753,2,Firefox,0,0
SID_01995,570,TCP,2,1782.855576,DES,0.148351657,1,Edge,0,0
SID_01996,714,TCP,6,153.0087916,DES,0.07114460857,4,Edge,0,1
SID_01997,494,UDP,4,225.554467,DES,0.3429183781,4,Chrome,0,1
SID_01998,323,TCP,6,1555.821911,None,0.4372880924,5,Chrome,0,1
SID_01999,467,TCP,3,705.1872111,DES,0.440901493,1,Firefox,0,0
SID_02000,351,TCP,3,709.9855411,DES,0.1597567478,2,Firefox,0,1
SID_02001,364,UDP,4,662.0313644,DES,0.2597155234,2,Firefox,0,0
SID_02002,471,TCP,2,196.9872381,AES,0.06664329347,2,Edge,0,0
SID_02003,341,UDP,3,223.033912,AES,0.3268841695,1,Chrome,0,0
SID_02004,438,TCP,1,2390.895949,AES,0.1306290976,1,Firefox,0,0
SID_02005,121,TCP,3,1028.349212,DES,0.09512236167,1,Firefox,0,0
SID_02006,542,TCP,4,75.83060144,AES,0.1717106713,2,Firefox,0,0
SID_02007,500,TCP,1,201.7883899,DES,0.6708318883,1,Safari,0,1
